"","year","airport","airport_name","state","region","latitude","longitude","delay_type","delay_prop","delay_curr","delay_trend","delay_likely","delay_comp"
"896",2010,"DCA","Washington, DC: Ronald Reagan Washington National","DC","South",38.852083,-77.037722,"NAS",0.0611737655771649,19,"generally remained steady","NAS","better"
"897",2010,"DEN","Denver, CO: Denver International","CO","West",39.861656,-104.673178,"NAS",0.0438192153394062,21,"increased","Previous Flight","better"
"898",2010,"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","TX","South",32.896828,-97.037997,"NAS",0.0475795186302925,22,"increased","Previous Flight","better"
"899",2010,"DTW","Detroit, MI: Detroit Metro Wayne County","MI","Mid West",42.212444,-83.353389,"NAS",0.0695138422923035,18,"decreased","NAS","better"
"900",2010,"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","FL","South",26.072583,-80.15275,"NAS",0.0599398778317541,21,"generally remained steady","NAS","worse"
"901",2010,"IAD","Washington, DC: Washington Dulles International","DC","South",38.944533,-77.455811,"NAS",0.047886164101101,20,"generally remained steady","Previous Flight","worse"
"902",2010,"IAH","Houston, TX: George Bush Intercontinental/Houston","TX","South",29.984433,-95.341442,"NAS",0.0779354648560731,22,"increased","NAS","better"
"903",2010,"JFK","New York, NY: John F. Kennedy International","NY","North East",40.639751,-73.778925,"NAS",0.106990992438648,23,"decreased","NAS","worse"
"904",2010,"LAS","Las Vegas, NV: McCarran International","NV","West",36.080056,-115.15225,"NAS",0.0389567007753646,19,"decreased","Previous Flight","worse"
"905",2010,"LAX","Los Angeles, CA: Los Angeles International","CA","West",33.942536,-118.408075,"NAS",0.0498968875979668,21,"increased","Previous Flight","worse"
"906",2010,"MCO","Orlando, FL: Orlando International","FL","South",28.429394,-81.308994,"NAS",0.0530601950637268,20,"generally remained steady","Previous Flight","worse"
"907",2010,"MDW","Chicago, IL: Chicago Midway International","IL","Mid West",41.785972,-87.752417,"NAS",0.0375809060533431,18,"increased","Previous Flight","better"
"908",2010,"MIA","Miami, FL: Miami International","FL","South",25.79325,-80.290556,"NAS",0.0681243620156711,20,"decreased","NAS","worse"
"909",2010,"MSP","Minneapolis, MN: Minneapolis-St Paul International","MN","Mid West",44.881956,-93.221767,"NAS",0.0655459112298105,18,"decreased","NAS","better"
"910",2010,"ORD","Chicago, IL: Chicago O'Hare International","IL","Mid West",41.978603,-87.904842,"NAS",0.0860937873909978,23,"decreased","NAS","worse"
"911",2010,"PDX","Portland, OR: Portland International","OR","West",45.588722,-122.5975,"NAS",0.0347510420613869,16,"decreased","Previous Flight","better"
"912",2010,"PHL","Philadelphia, PA: Philadelphia International","PA","North East",39.871944,-75.241139,"NAS",0.086894539626645,22,"decreased","NAS","worse"
"913",2010,"PHX","Phoenix, AZ: Phoenix Sky Harbor International","AZ","West",33.434278,-112.011583,"NAS",0.0385225912833437,17,"decreased","Previous Flight","better"
"914",2010,"SAN","San Diego, CA: San Diego International","CA","West",32.733556,-117.189667,"NAS",0.0384196005136616,19,"generally remained steady","Previous Flight","worse"
"915",2010,"SEA","Seattle, WA: Seattle/Tacoma International","WA","West",47.449,-122.309306,"NAS",0.0432808300455389,15,"decreased","Previous Flight","worse"
"916",2010,"SFO","San Francisco, CA: San Francisco International","CA","West",37.618972,-122.374889,"NAS",0.140703379420671,22,"increased","NAS","worse"
"917",2010,"SLC","Salt Lake City, UT: Salt Lake City International","UT","West",40.788389,-111.977772,"NAS",0.0481513764042691,13,"decreased","Previous Flight","better"
"918",2010,"TPA","Tampa, FL: Tampa International","FL","South",27.975472,-82.53325,"NAS",0.045912482003403,19,"generally remained steady","Previous Flight","worse"
"919",2011,"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","GA","South",33.636719,-84.428067,"NAS",0.0659623051461515,16,"decreased","NAS","worse"
"920",2011,"BOS","Boston, MA: Logan International","MA","North East",42.364347,-71.005181,"NAS",0.100897413690937,23,"generally remained steady","NAS","better"
"921",2011,"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","MD","South",39.175361,-76.668333,"NAS",0.04815102747258,18,"generally remained steady","Previous Flight","better"
"922",2011,"CLT","Charlotte, NC: Charlotte Douglas International","NC","South",35.214,-80.943139,"NAS",0.0765253466961893,16,"decreased","NAS","better"
"923",2011,"DCA","Washington, DC: Ronald Reagan Washington National","DC","South",38.852083,-77.037722,"NAS",0.0726573282379787,19,"generally remained steady","NAS","better"
"924",2011,"DEN","Denver, CO: Denver International","CO","West",39.861656,-104.673178,"NAS",0.0510113630243955,21,"increased","Previous Flight","better"
"925",2011,"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","TX","South",32.896828,-97.037997,"NAS",0.0438182516810759,22,"increased","Previous Flight","better"
"926",2011,"DTW","Detroit, MI: Detroit Metro Wayne County","MI","Mid West",42.212444,-83.353389,"NAS",0.0492672726258852,18,"decreased","NAS","better"
"927",2011,"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","FL","South",26.072583,-80.15275,"NAS",0.06538880931479,21,"generally remained steady","NAS","worse"
"928",2011,"IAD","Washington, DC: Washington Dulles International","DC","South",38.944533,-77.455811,"NAS",0.057556090264681,20,"generally remained steady","Previous Flight","worse"
"929",2011,"IAH","Houston, TX: George Bush Intercontinental/Houston","TX","South",29.984433,-95.341442,"NAS",0.0682526837230272,22,"increased","NAS","better"
"930",2011,"JFK","New York, NY: John F. Kennedy International","NY","North East",40.639751,-73.778925,"NAS",0.100098194991738,23,"decreased","NAS","worse"
"931",2011,"LAS","Las Vegas, NV: McCarran International","NV","West",36.080056,-115.15225,"NAS",0.0416895910526532,19,"decreased","Previous Flight","worse"
"932",2011,"LAX","Los Angeles, CA: Los Angeles International","CA","West",33.942536,-118.408075,"NAS",0.0658012723273541,21,"increased","Previous Flight","worse"
"933",2011,"MCO","Orlando, FL: Orlando International","FL","South",28.429394,-81.308994,"NAS",0.0577851171846715,20,"generally remained steady","Previous Flight","worse"
"934",2011,"MDW","Chicago, IL: Chicago Midway International","IL","Mid West",41.785972,-87.752417,"NAS",0.0333714904300159,18,"increased","Previous Flight","better"
"935",2011,"MIA","Miami, FL: Miami International","FL","South",25.79325,-80.290556,"NAS",0.0561800043878328,20,"decreased","NAS","worse"
"936",2011,"MSP","Minneapolis, MN: Minneapolis-St Paul International","MN","Mid West",44.881956,-93.221767,"NAS",0.049680424822192,18,"decreased","NAS","better"
"937",2011,"ORD","Chicago, IL: Chicago O'Hare International","IL","Mid West",41.978603,-87.904842,"NAS",0.0855098021092622,23,"decreased","NAS","worse"
"938",2011,"PDX","Portland, OR: Portland International","OR","West",45.588722,-122.5975,"NAS",0.0423123367528485,16,"decreased","Previous Flight","better"
"939",2011,"PHL","Philadelphia, PA: Philadelphia International","PA","North East",39.871944,-75.241139,"NAS",0.102350056232536,22,"decreased","NAS","worse"
"940",2011,"PHX","Phoenix, AZ: Phoenix Sky Harbor International","AZ","West",33.434278,-112.011583,"NAS",0.0388949797884829,17,"decreased","Previous Flight","better"
"941",2011,"SAN","San Diego, CA: San Diego International","CA","West",32.733556,-117.189667,"NAS",0.0440687757909216,19,"generally remained steady","Previous Flight","worse"
"942",2011,"SEA","Seattle, WA: Seattle/Tacoma International","WA","West",47.449,-122.309306,"NAS",0.0508489388264669,15,"decreased","Previous Flight","worse"
"943",2011,"SFO","San Francisco, CA: San Francisco International","CA","West",37.618972,-122.374889,"NAS",0.130993123893441,22,"increased","NAS","worse"
"944",2011,"SLC","Salt Lake City, UT: Salt Lake City International","UT","West",40.788389,-111.977772,"NAS",0.0335258959140793,13,"decreased","Previous Flight","better"
"945",2011,"TPA","Tampa, FL: Tampa International","FL","South",27.975472,-82.53325,"NAS",0.0464055553141881,19,"generally remained steady","Previous Flight","worse"
"946",2012,"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","GA","South",33.636719,-84.428067,"NAS",0.0526106191303549,16,"decreased","NAS","worse"
"947",2012,"BOS","Boston, MA: Logan International","MA","North East",42.364347,-71.005181,"NAS",0.0581399990311486,23,"generally remained steady","NAS","better"
"948",2012,"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","MD","South",39.175361,-76.668333,"NAS",0.0545093523509091,18,"generally remained steady","Previous Flight","better"
"949",2012,"CLT","Charlotte, NC: Charlotte Douglas International","NC","South",35.214,-80.943139,"NAS",0.0482952647878828,16,"decreased","NAS","better"
"950",2012,"DCA","Washington, DC: Ronald Reagan Washington National","DC","South",38.852083,-77.037722,"NAS",0.0636055285240815,19,"generally remained steady","NAS","better"
"951",2012,"DEN","Denver, CO: Denver International","CO","West",39.861656,-104.673178,"NAS",0.0453001867413632,21,"increased","Previous Flight","better"
"952",2012,"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","TX","South",32.896828,-97.037997,"NAS",0.0441069704788786,22,"increased","Previous Flight","better"
"953",2012,"DTW","Detroit, MI: Detroit Metro Wayne County","MI","Mid West",42.212444,-83.353389,"NAS",0.041095859145745,18,"decreased","NAS","better"
"954",2012,"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","FL","South",26.072583,-80.15275,"NAS",0.0597470935857932,21,"generally remained steady","NAS","worse"
"955",2012,"IAD","Washington, DC: Washington Dulles International","DC","South",38.944533,-77.455811,"NAS",0.04820432989149,20,"generally remained steady","Previous Flight","worse"
"956",2012,"IAH","Houston, TX: George Bush Intercontinental/Houston","TX","South",29.984433,-95.341442,"NAS",0.0574158538648024,22,"increased","NAS","better"
"957",2012,"JFK","New York, NY: John F. Kennedy International","NY","North East",40.639751,-73.778925,"NAS",0.0670984119791559,23,"decreased","NAS","worse"
"958",2012,"LAS","Las Vegas, NV: McCarran International","NV","West",36.080056,-115.15225,"NAS",0.0360982862123747,19,"decreased","Previous Flight","worse"
"959",2012,"LAX","Los Angeles, CA: Los Angeles International","CA","West",33.942536,-118.408075,"NAS",0.0531052256180441,21,"increased","Previous Flight","worse"
"960",2012,"MCO","Orlando, FL: Orlando International","FL","South",28.429394,-81.308994,"NAS",0.0518334872959995,20,"generally remained steady","Previous Flight","worse"
"961",2012,"MDW","Chicago, IL: Chicago Midway International","IL","Mid West",41.785972,-87.752417,"NAS",0.0327495446055939,18,"increased","Previous Flight","better"
"962",2012,"MIA","Miami, FL: Miami International","FL","South",25.79325,-80.290556,"NAS",0.0600417262295715,20,"decreased","NAS","worse"
"963",2012,"MSP","Minneapolis, MN: Minneapolis-St Paul International","MN","Mid West",44.881956,-93.221767,"NAS",0.0338248114453146,18,"decreased","NAS","better"
"964",2012,"ORD","Chicago, IL: Chicago O'Hare International","IL","Mid West",41.978603,-87.904842,"NAS",0.0619523375707806,23,"decreased","NAS","worse"
"965",2012,"PDX","Portland, OR: Portland International","OR","West",45.588722,-122.5975,"NAS",0.0312246885829353,16,"decreased","Previous Flight","better"
"966",2012,"PHL","Philadelphia, PA: Philadelphia International","PA","North East",39.871944,-75.241139,"NAS",0.0802712719214458,22,"decreased","NAS","worse"
"967",2012,"PHX","Phoenix, AZ: Phoenix Sky Harbor International","AZ","West",33.434278,-112.011583,"NAS",0.0414028350585857,17,"decreased","Previous Flight","better"
"968",2012,"SAN","San Diego, CA: San Diego International","CA","West",32.733556,-117.189667,"NAS",0.0361301782820097,19,"generally remained steady","Previous Flight","worse"
"969",2012,"SEA","Seattle, WA: Seattle/Tacoma International","WA","West",47.449,-122.309306,"NAS",0.040321562989807,15,"decreased","Previous Flight","worse"
"970",2012,"SFO","San Francisco, CA: San Francisco International","CA","West",37.618972,-122.374889,"NAS",0.137721592865606,22,"increased","NAS","worse"
"971",2012,"SLC","Salt Lake City, UT: Salt Lake City International","UT","West",40.788389,-111.977772,"NAS",0.0259501554808119,13,"decreased","Previous Flight","better"
"972",2012,"TPA","Tampa, FL: Tampa International","FL","South",27.975472,-82.53325,"NAS",0.0457759157644965,19,"generally remained steady","Previous Flight","worse"
"973",2013,"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","GA","South",33.636719,-84.428067,"NAS",0.0688335648136542,16,"decreased","NAS","worse"
"974",2013,"BOS","Boston, MA: Logan International","MA","North East",42.364347,-71.005181,"NAS",0.0648295245364342,23,"generally remained steady","NAS","better"
"975",2013,"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","MD","South",39.175361,-76.668333,"NAS",0.049683210558319,18,"generally remained steady","Previous Flight","better"
"976",2013,"CLT","Charlotte, NC: Charlotte Douglas International","NC","South",35.214,-80.943139,"NAS",0.0690741998157946,16,"decreased","NAS","better"
"977",2013,"DCA","Washington, DC: Ronald Reagan Washington National","DC","South",38.852083,-77.037722,"NAS",0.0680352845748276,19,"generally remained steady","NAS","better"
"978",2013,"DEN","Denver, CO: Denver International","CO","West",39.861656,-104.673178,"NAS",0.0754840148173658,21,"increased","Previous Flight","better"
"979",2013,"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","TX","South",32.896828,-97.037997,"NAS",0.0559550326432287,22,"increased","Previous Flight","better"
"980",2013,"DTW","Detroit, MI: Detroit Metro Wayne County","MI","Mid West",42.212444,-83.353389,"NAS",0.0483831617327681,18,"decreased","NAS","better"
"981",2013,"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","FL","South",26.072583,-80.15275,"NAS",0.0864397700351587,21,"generally remained steady","NAS","worse"
"982",2013,"IAD","Washington, DC: Washington Dulles International","DC","South",38.944533,-77.455811,"NAS",0.0540880469224028,20,"generally remained steady","Previous Flight","worse"
"983",2013,"IAH","Houston, TX: George Bush Intercontinental/Houston","TX","South",29.984433,-95.341442,"NAS",0.0589416423210528,22,"increased","NAS","better"
"984",2013,"JFK","New York, NY: John F. Kennedy International","NY","North East",40.639751,-73.778925,"NAS",0.106653764290654,23,"decreased","NAS","worse"
"985",2013,"LAS","Las Vegas, NV: McCarran International","NV","West",36.080056,-115.15225,"NAS",0.0483066756126947,19,"decreased","Previous Flight","worse"
"986",2013,"LAX","Los Angeles, CA: Los Angeles International","CA","West",33.942536,-118.408075,"NAS",0.0571485314983921,21,"increased","Previous Flight","worse"
"987",2013,"MCO","Orlando, FL: Orlando International","FL","South",28.429394,-81.308994,"NAS",0.0647865912563891,20,"generally remained steady","Previous Flight","worse"
"988",2013,"MDW","Chicago, IL: Chicago Midway International","IL","Mid West",41.785972,-87.752417,"NAS",0.0618439240421392,18,"increased","Previous Flight","better"
"989",2013,"MIA","Miami, FL: Miami International","FL","South",25.79325,-80.290556,"NAS",0.0527841254406223,20,"decreased","NAS","worse"
"990",2013,"MSP","Minneapolis, MN: Minneapolis-St Paul International","MN","Mid West",44.881956,-93.221767,"NAS",0.0473873125280952,18,"decreased","NAS","better"
"991",2013,"ORD","Chicago, IL: Chicago O'Hare International","IL","Mid West",41.978603,-87.904842,"NAS",0.0869639058891078,23,"decreased","NAS","worse"
"992",2013,"PDX","Portland, OR: Portland International","OR","West",45.588722,-122.5975,"NAS",0.0399379634114535,16,"decreased","Previous Flight","better"
"993",2013,"PHL","Philadelphia, PA: Philadelphia International","PA","North East",39.871944,-75.241139,"NAS",0.11023536966374,22,"decreased","NAS","worse"
"994",2013,"PHX","Phoenix, AZ: Phoenix Sky Harbor International","AZ","West",33.434278,-112.011583,"NAS",0.0418331921143309,17,"decreased","Previous Flight","better"
"995",2013,"SAN","San Diego, CA: San Diego International","CA","West",32.733556,-117.189667,"NAS",0.0427642509683225,19,"generally remained steady","Previous Flight","worse"
"996",2013,"SEA","Seattle, WA: Seattle/Tacoma International","WA","West",47.449,-122.309306,"NAS",0.0490719399336476,15,"decreased","Previous Flight","worse"
"997",2013,"SFO","San Francisco, CA: San Francisco International","CA","West",37.618972,-122.374889,"NAS",0.120857564452695,22,"increased","NAS","worse"
"998",2013,"SLC","Salt Lake City, UT: Salt Lake City International","UT","West",40.788389,-111.977772,"NAS",0.0365155835043122,13,"decreased","Previous Flight","better"
"999",2013,"TPA","Tampa, FL: Tampa International","FL","South",27.975472,-82.53325,"NAS",0.0576471745215221,19,"generally remained steady","Previous Flight","worse"
"1000",2014,"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","GA","South",33.636719,-84.428067,"NAS",0.0560177589348965,16,"decreased","NAS","worse"
"1001",2014,"BOS","Boston, MA: Logan International","MA","North East",42.364347,-71.005181,"NAS",0.0658659495616017,23,"generally remained steady","NAS","better"
"1002",2014,"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","MD","South",39.175361,-76.668333,"NAS",0.0420373163079971,18,"generally remained steady","Previous Flight","better"
"1003",2014,"CLT","Charlotte, NC: Charlotte Douglas International","NC","South",35.214,-80.943139,"NAS",0.0623082062428734,16,"decreased","NAS","better"
"1004",2014,"DCA","Washington, DC: Ronald Reagan Washington National","DC","South",38.852083,-77.037722,"NAS",0.0663230387425893,19,"generally remained steady","NAS","better"
"1005",2014,"DEN","Denver, CO: Denver International","CO","West",39.861656,-104.673178,"NAS",0.0699159180066676,21,"increased","Previous Flight","better"
"1006",2014,"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","TX","South",32.896828,-97.037997,"NAS",0.0679719018360821,22,"increased","Previous Flight","better"
"1007",2014,"DTW","Detroit, MI: Detroit Metro Wayne County","MI","Mid West",42.212444,-83.353389,"NAS",0.0424664100241546,18,"decreased","NAS","better"
"1008",2014,"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","FL","South",26.072583,-80.15275,"NAS",0.0900848554805098,21,"generally remained steady","NAS","worse"
"1009",2014,"IAD","Washington, DC: Washington Dulles International","DC","South",38.944533,-77.455811,"NAS",0.0555712684314909,20,"generally remained steady","Previous Flight","worse"
"1010",2014,"IAH","Houston, TX: George Bush Intercontinental/Houston","TX","South",29.984433,-95.341442,"NAS",0.0683415502051826,22,"increased","NAS","better"
"1011",2014,"JFK","New York, NY: John F. Kennedy International","NY","North East",40.639751,-73.778925,"NAS",0.0994280457483839,23,"decreased","NAS","worse"
"1012",2014,"LAS","Las Vegas, NV: McCarran International","NV","West",36.080056,-115.15225,"NAS",0.0499411198178873,19,"decreased","Previous Flight","worse"
"1013",2014,"LAX","Los Angeles, CA: Los Angeles International","CA","West",33.942536,-118.408075,"NAS",0.0682200674954155,21,"increased","Previous Flight","worse"
"1014",2014,"MCO","Orlando, FL: Orlando International","FL","South",28.429394,-81.308994,"NAS",0.0687271870952549,20,"generally remained steady","Previous Flight","worse"
"1015",2014,"MDW","Chicago, IL: Chicago Midway International","IL","Mid West",41.785972,-87.752417,"NAS",0.0605525548599968,18,"increased","Previous Flight","better"
"1016",2014,"MIA","Miami, FL: Miami International","FL","South",25.79325,-80.290556,"NAS",0.0627803519525217,20,"decreased","NAS","worse"
"1017",2014,"MSP","Minneapolis, MN: Minneapolis-St Paul International","MN","Mid West",44.881956,-93.221767,"NAS",0.0531767763318958,18,"decreased","NAS","better"
"1018",2014,"ORD","Chicago, IL: Chicago O'Hare International","IL","Mid West",41.978603,-87.904842,"NAS",0.121874993475469,23,"decreased","NAS","worse"
"1019",2014,"PDX","Portland, OR: Portland International","OR","West",45.588722,-122.5975,"NAS",0.0469271009112386,16,"decreased","Previous Flight","better"
"1020",2014,"PHL","Philadelphia, PA: Philadelphia International","PA","North East",39.871944,-75.241139,"NAS",0.0932271397772682,22,"decreased","NAS","worse"
"1021",2014,"PHX","Phoenix, AZ: Phoenix Sky Harbor International","AZ","West",33.434278,-112.011583,"NAS",0.0445079954632134,17,"decreased","Previous Flight","better"
"1022",2014,"SAN","San Diego, CA: San Diego International","CA","West",32.733556,-117.189667,"NAS",0.0410874211541469,19,"generally remained steady","Previous Flight","worse"
"1023",2014,"SEA","Seattle, WA: Seattle/Tacoma International","WA","West",47.449,-122.309306,"NAS",0.0560313460017292,15,"decreased","Previous Flight","worse"
"1024",2014,"SFO","San Francisco, CA: San Francisco International","CA","West",37.618972,-122.374889,"NAS",0.133340783662806,22,"increased","NAS","worse"
"1025",2014,"SLC","Salt Lake City, UT: Salt Lake City International","UT","West",40.788389,-111.977772,"NAS",0.0313591070672094,13,"decreased","Previous Flight","better"
"1026",2014,"TPA","Tampa, FL: Tampa International","FL","South",27.975472,-82.53325,"NAS",0.060047164722021,19,"generally remained steady","Previous Flight","worse"
"1027",2015,"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","GA","South",33.636719,-84.428067,"NAS",0.0485859383392416,16,"decreased","NAS","worse"
"1028",2015,"BOS","Boston, MA: Logan International","MA","North East",42.364347,-71.005181,"NAS",0.0769246154907235,23,"generally remained steady","NAS","better"
"1029",2015,"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","MD","South",39.175361,-76.668333,"NAS",0.0396244327943962,18,"generally remained steady","Previous Flight","better"
"1030",2015,"CLT","Charlotte, NC: Charlotte Douglas International","NC","South",35.214,-80.943139,"NAS",0.0612999889221225,16,"decreased","NAS","better"
"1031",2015,"DCA","Washington, DC: Ronald Reagan Washington National","DC","South",38.852083,-77.037722,"NAS",0.0648656206691744,19,"generally remained steady","NAS","better"
"1032",2015,"DEN","Denver, CO: Denver International","CO","West",39.861656,-104.673178,"NAS",0.0684330408747229,21,"increased","Previous Flight","better"
"1033",2015,"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","TX","South",32.896828,-97.037997,"NAS",0.0730379453610712,22,"increased","Previous Flight","better"
"1034",2015,"DTW","Detroit, MI: Detroit Metro Wayne County","MI","Mid West",42.212444,-83.353389,"NAS",0.0564311110355035,18,"decreased","NAS","better"
"1035",2015,"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","FL","South",26.072583,-80.15275,"NAS",0.061929282194957,21,"generally remained steady","NAS","worse"
"1036",2015,"IAD","Washington, DC: Washington Dulles International","DC","South",38.944533,-77.455811,"NAS",0.0539037903893952,20,"generally remained steady","Previous Flight","worse"
"1037",2015,"IAH","Houston, TX: George Bush Intercontinental/Houston","TX","South",29.984433,-95.341442,"NAS",0.0821469520468408,22,"increased","NAS","better"
"1038",2015,"JFK","New York, NY: John F. Kennedy International","NY","North East",40.639751,-73.778925,"NAS",0.108327329373966,23,"decreased","NAS","worse"
"1039",2015,"LAS","Las Vegas, NV: McCarran International","NV","West",36.080056,-115.15225,"NAS",0.0481523737880308,19,"decreased","Previous Flight","worse"
"1040",2015,"LAX","Los Angeles, CA: Los Angeles International","CA","West",33.942536,-118.408075,"NAS",0.0765761914735619,21,"increased","Previous Flight","worse"
"1041",2015,"MCO","Orlando, FL: Orlando International","FL","South",28.429394,-81.308994,"NAS",0.0577058156487931,20,"generally remained steady","Previous Flight","worse"
"1042",2015,"MDW","Chicago, IL: Chicago Midway International","IL","Mid West",41.785972,-87.752417,"NAS",0.0460931286414501,18,"increased","Previous Flight","better"
"1043",2015,"MIA","Miami, FL: Miami International","FL","South",25.79325,-80.290556,"NAS",0.0708230977412304,20,"decreased","NAS","worse"
"1044",2015,"MSP","Minneapolis, MN: Minneapolis-St Paul International","MN","Mid West",44.881956,-93.221767,"NAS",0.058228935086975,18,"decreased","NAS","better"
"1045",2015,"ORD","Chicago, IL: Chicago O'Hare International","IL","Mid West",41.978603,-87.904842,"NAS",0.0989929839586284,23,"decreased","NAS","worse"
"1046",2015,"PDX","Portland, OR: Portland International","OR","West",45.588722,-122.5975,"NAS",0.02882187579862,16,"decreased","Previous Flight","better"
"1047",2015,"PHL","Philadelphia, PA: Philadelphia International","PA","North East",39.871944,-75.241139,"NAS",0.0927775256679335,22,"decreased","NAS","worse"
"1048",2015,"PHX","Phoenix, AZ: Phoenix Sky Harbor International","AZ","West",33.434278,-112.011583,"NAS",0.0490125240847784,17,"decreased","Previous Flight","better"
"1049",2015,"SAN","San Diego, CA: San Diego International","CA","West",32.733556,-117.189667,"NAS",0.0359695236086578,19,"generally remained steady","Previous Flight","worse"
"1050",2015,"SEA","Seattle, WA: Seattle/Tacoma International","WA","West",47.449,-122.309306,"NAS",0.0410727758007117,15,"decreased","Previous Flight","worse"
"1051",2015,"SFO","San Francisco, CA: San Francisco International","CA","West",37.618972,-122.374889,"NAS",0.0908075605766282,22,"increased","NAS","worse"
"1052",2015,"SLC","Salt Lake City, UT: Salt Lake City International","UT","West",40.788389,-111.977772,"NAS",0.0293068666260658,13,"decreased","Previous Flight","better"
"1053",2015,"TPA","Tampa, FL: Tampa International","FL","South",27.975472,-82.53325,"NAS",0.0489459983384104,19,"generally remained steady","Previous Flight","worse"
"1054",2003,"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","GA","South",33.636719,-84.428067,"Security",0.00035447856226644,16,"decreased","NAS","worse"
"1055",2003,"BOS","Boston, MA: Logan International","MA","North East",42.364347,-71.005181,"Security",0.000150841115988569,23,"generally remained steady","NAS","better"
"1056",2003,"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","MD","South",39.175361,-76.668333,"Security",0.000576535024502739,18,"generally remained steady","Previous Flight","better"
"1057",2003,"CLT","Charlotte, NC: Charlotte Douglas International","NC","South",35.214,-80.943139,"Security",9.27616800530067e-05,16,"decreased","NAS","better"
"1058",2003,"DCA","Washington, DC: Ronald Reagan Washington National","DC","South",38.852083,-77.037722,"Security",0.00040181158642598,19,"generally remained steady","NAS","better"
"1059",2003,"DEN","Denver, CO: Denver International","CO","West",39.861656,-104.673178,"Security",0.000535410469786229,21,"increased","Previous Flight","better"
"1060",2003,"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","TX","South",32.896828,-97.037997,"Security",0.000502066073645857,22,"increased","Previous Flight","better"
"1061",2003,"DTW","Detroit, MI: Detroit Metro Wayne County","MI","Mid West",42.212444,-83.353389,"Security",0.000404130900638038,18,"decreased","NAS","better"
"1062",2003,"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","FL","South",26.072583,-80.15275,"Security",0.00136401843424828,21,"generally remained steady","NAS","worse"
"1063",2003,"IAD","Washington, DC: Washington Dulles International","DC","South",38.944533,-77.455811,"Security",0.000542291381440545,20,"generally remained steady","Previous Flight","worse"
"1064",2003,"IAH","Houston, TX: George Bush Intercontinental/Houston","TX","South",29.984433,-95.341442,"Security",0.000760450477915464,22,"increased","NAS","better"
"1065",2003,"JFK","New York, NY: John F. Kennedy International","NY","North East",40.639751,-73.778925,"Security",0.00187963049798368,23,"decreased","NAS","worse"
"1066",2003,"LAS","Las Vegas, NV: McCarran International","NV","West",36.080056,-115.15225,"Security",0.00068946102867867,19,"decreased","Previous Flight","worse"
"1067",2003,"LAX","Los Angeles, CA: Los Angeles International","CA","West",33.942536,-118.408075,"Security",0.000838071843394138,21,"increased","Previous Flight","worse"
"1068",2003,"MCO","Orlando, FL: Orlando International","FL","South",28.429394,-81.308994,"Security",0.000520508206954798,20,"generally remained steady","Previous Flight","worse"
"1069",2003,"MDW","Chicago, IL: Chicago Midway International","IL","Mid West",41.785972,-87.752417,"Security",0.0012669921875,18,"increased","Previous Flight","better"
"1070",2003,"MIA","Miami, FL: Miami International","FL","South",25.79325,-80.290556,"Security",0.000916292134831461,20,"decreased","NAS","worse"
"1071",2003,"MSP","Minneapolis, MN: Minneapolis-St Paul International","MN","Mid West",44.881956,-93.221767,"Security",0.000743826942541723,18,"decreased","NAS","better"
"1072",2003,"ORD","Chicago, IL: Chicago O'Hare International","IL","Mid West",41.978603,-87.904842,"Security",0.000279063128766846,23,"decreased","NAS","worse"
"1073",2003,"PDX","Portland, OR: Portland International","OR","West",45.588722,-122.5975,"Security",0.00107009851033157,16,"decreased","Previous Flight","better"
"1074",2003,"PHL","Philadelphia, PA: Philadelphia International","PA","North East",39.871944,-75.241139,"Security",7.46256956964804e-05,22,"decreased","NAS","worse"
"1075",2003,"PHX","Phoenix, AZ: Phoenix Sky Harbor International","AZ","West",33.434278,-112.011583,"Security",0.000786062576188541,17,"decreased","Previous Flight","better"
