"","year","airport","airport_name","state","region","latitude","longitude","delay_type","delay_prop","delay_curr","delay_trend","delay_likely","delay_comp"
"460",2007,"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","GA","South",33.636719,-84.428067,"Weather",0.0136537341706394,16,"decreased","NAS","worse"
"461",2007,"BOS","Boston, MA: Logan International","MA","North East",42.364347,-71.005181,"Weather",0.0134020313424931,23,"generally remained steady","NAS","better"
"462",2007,"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","MD","South",39.175361,-76.668333,"Weather",0.0086668494903789,18,"generally remained steady","Previous Flight","better"
"463",2007,"CLT","Charlotte, NC: Charlotte Douglas International","NC","South",35.214,-80.943139,"Weather",0.00639615829341388,16,"decreased","NAS","better"
"464",2007,"DCA","Washington, DC: Ronald Reagan Washington National","DC","South",38.852083,-77.037722,"Weather",0.0116496683943599,19,"generally remained steady","NAS","better"
"465",2007,"DEN","Denver, CO: Denver International","CO","West",39.861656,-104.673178,"Weather",0.00711345644246185,21,"increased","Previous Flight","better"
"466",2007,"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","TX","South",32.896828,-97.037997,"Weather",0.013594718513439,22,"increased","Previous Flight","better"
"467",2007,"DTW","Detroit, MI: Detroit Metro Wayne County","MI","Mid West",42.212444,-83.353389,"Weather",0.00750174647887324,18,"decreased","NAS","better"
"468",2007,"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","FL","South",26.072583,-80.15275,"Weather",0.00657815919824905,21,"generally remained steady","NAS","worse"
"469",2007,"IAD","Washington, DC: Washington Dulles International","DC","South",38.944533,-77.455811,"Weather",0.00732190133031605,20,"generally remained steady","Previous Flight","worse"
"470",2007,"IAH","Houston, TX: George Bush Intercontinental/Houston","TX","South",29.984433,-95.341442,"Weather",0.00618936434526215,22,"increased","NAS","better"
"471",2007,"JFK","New York, NY: John F. Kennedy International","NY","North East",40.639751,-73.778925,"Weather",0.0122794483739677,23,"decreased","NAS","worse"
"472",2007,"LAS","Las Vegas, NV: McCarran International","NV","West",36.080056,-115.15225,"Weather",0.00456761626862503,19,"decreased","Previous Flight","worse"
"473",2007,"LAX","Los Angeles, CA: Los Angeles International","CA","West",33.942536,-118.408075,"Weather",0.00598478601120854,21,"increased","Previous Flight","worse"
"474",2007,"MCO","Orlando, FL: Orlando International","FL","South",28.429394,-81.308994,"Weather",0.00625763657234424,20,"generally remained steady","Previous Flight","worse"
"475",2007,"MDW","Chicago, IL: Chicago Midway International","IL","Mid West",41.785972,-87.752417,"Weather",0.00963811808887962,18,"increased","Previous Flight","better"
"476",2007,"MIA","Miami, FL: Miami International","FL","South",25.79325,-80.290556,"Weather",0.0115504941321804,20,"decreased","NAS","worse"
"477",2007,"MSP","Minneapolis, MN: Minneapolis-St Paul International","MN","Mid West",44.881956,-93.221767,"Weather",0.00916289157244973,18,"decreased","NAS","better"
"478",2007,"ORD","Chicago, IL: Chicago O'Hare International","IL","Mid West",41.978603,-87.904842,"Weather",0.0066862984095893,23,"decreased","NAS","worse"
"479",2007,"PDX","Portland, OR: Portland International","OR","West",45.588722,-122.5975,"Weather",0.00486987072347102,16,"decreased","Previous Flight","better"
"480",2007,"PHL","Philadelphia, PA: Philadelphia International","PA","North East",39.871944,-75.241139,"Weather",0.0124230780314893,22,"decreased","NAS","worse"
"481",2007,"PHX","Phoenix, AZ: Phoenix Sky Harbor International","AZ","West",33.434278,-112.011583,"Weather",0.00536589640830325,17,"decreased","Previous Flight","better"
"482",2007,"SAN","San Diego, CA: San Diego International","CA","West",32.733556,-117.189667,"Weather",0.00479702369941008,19,"generally remained steady","Previous Flight","worse"
"483",2007,"SEA","Seattle, WA: Seattle/Tacoma International","WA","West",47.449,-122.309306,"Weather",0.00555397766315153,15,"decreased","Previous Flight","worse"
"484",2007,"SFO","San Francisco, CA: San Francisco International","CA","West",37.618972,-122.374889,"Weather",0.0062684399878632,22,"increased","NAS","worse"
"485",2007,"SLC","Salt Lake City, UT: Salt Lake City International","UT","West",40.788389,-111.977772,"Weather",0.00759975370291429,13,"decreased","Previous Flight","better"
"486",2007,"TPA","Tampa, FL: Tampa International","FL","South",27.975472,-82.53325,"Weather",0.00610734470356771,19,"generally remained steady","Previous Flight","worse"
"487",2008,"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","GA","South",33.636719,-84.428067,"Weather",0.0103495842188936,16,"decreased","NAS","worse"
"488",2008,"BOS","Boston, MA: Logan International","MA","North East",42.364347,-71.005181,"Weather",0.0101011496981618,23,"generally remained steady","NAS","better"
"489",2008,"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","MD","South",39.175361,-76.668333,"Weather",0.00863224045816197,18,"generally remained steady","Previous Flight","better"
"490",2008,"CLT","Charlotte, NC: Charlotte Douglas International","NC","South",35.214,-80.943139,"Weather",0.00585812901690074,16,"decreased","NAS","better"
"491",2008,"DCA","Washington, DC: Ronald Reagan Washington National","DC","South",38.852083,-77.037722,"Weather",0.00860230065419806,19,"generally remained steady","NAS","better"
"492",2008,"DEN","Denver, CO: Denver International","CO","West",39.861656,-104.673178,"Weather",0.00590657224499938,21,"increased","Previous Flight","better"
"493",2008,"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","TX","South",32.896828,-97.037997,"Weather",0.00742897146776309,22,"increased","Previous Flight","better"
"494",2008,"DTW","Detroit, MI: Detroit Metro Wayne County","MI","Mid West",42.212444,-83.353389,"Weather",0.00559672839506173,18,"decreased","NAS","better"
"495",2008,"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","FL","South",26.072583,-80.15275,"Weather",0.00540645142083091,21,"generally remained steady","NAS","worse"
"496",2008,"IAD","Washington, DC: Washington Dulles International","DC","South",38.944533,-77.455811,"Weather",0.00648391255162979,20,"generally remained steady","Previous Flight","worse"
"497",2008,"IAH","Houston, TX: George Bush Intercontinental/Houston","TX","South",29.984433,-95.341442,"Weather",0.00673968459710521,22,"increased","NAS","better"
"498",2008,"JFK","New York, NY: John F. Kennedy International","NY","North East",40.639751,-73.778925,"Weather",0.0110135351256713,23,"decreased","NAS","worse"
"499",2008,"LAS","Las Vegas, NV: McCarran International","NV","West",36.080056,-115.15225,"Weather",0.00496856037160657,19,"decreased","Previous Flight","worse"
"500",2008,"LAX","Los Angeles, CA: Los Angeles International","CA","West",33.942536,-118.408075,"Weather",0.00460555903284883,21,"increased","Previous Flight","worse"
"501",2008,"MCO","Orlando, FL: Orlando International","FL","South",28.429394,-81.308994,"Weather",0.00508004799058529,20,"generally remained steady","Previous Flight","worse"
"502",2008,"MDW","Chicago, IL: Chicago Midway International","IL","Mid West",41.785972,-87.752417,"Weather",0.00871187214611872,18,"increased","Previous Flight","better"
"503",2008,"MIA","Miami, FL: Miami International","FL","South",25.79325,-80.290556,"Weather",0.00843900802147582,20,"decreased","NAS","worse"
"504",2008,"MSP","Minneapolis, MN: Minneapolis-St Paul International","MN","Mid West",44.881956,-93.221767,"Weather",0.00690178023327195,18,"decreased","NAS","better"
"505",2008,"ORD","Chicago, IL: Chicago O'Hare International","IL","Mid West",41.978603,-87.904842,"Weather",0.00650049079474507,23,"decreased","NAS","worse"
"506",2008,"PDX","Portland, OR: Portland International","OR","West",45.588722,-122.5975,"Weather",0.00446385979466971,16,"decreased","Previous Flight","better"
"507",2008,"PHL","Philadelphia, PA: Philadelphia International","PA","North East",39.871944,-75.241139,"Weather",0.0128311256630475,22,"decreased","NAS","worse"
"508",2008,"PHX","Phoenix, AZ: Phoenix Sky Harbor International","AZ","West",33.434278,-112.011583,"Weather",0.00427553456091788,17,"decreased","Previous Flight","better"
"509",2008,"SAN","San Diego, CA: San Diego International","CA","West",32.733556,-117.189667,"Weather",0.00465504,19,"generally remained steady","Previous Flight","worse"
"510",2008,"SEA","Seattle, WA: Seattle/Tacoma International","WA","West",47.449,-122.309306,"Weather",0.0045490717396287,15,"decreased","Previous Flight","worse"
"511",2008,"SFO","San Francisco, CA: San Francisco International","CA","West",37.618972,-122.374889,"Weather",0.00644114697074243,22,"increased","NAS","worse"
"512",2008,"SLC","Salt Lake City, UT: Salt Lake City International","UT","West",40.788389,-111.977772,"Weather",0.00533991961287632,13,"decreased","Previous Flight","better"
"513",2008,"TPA","Tampa, FL: Tampa International","FL","South",27.975472,-82.53325,"Weather",0.00604917424620384,19,"generally remained steady","Previous Flight","worse"
"514",2009,"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","GA","South",33.636719,-84.428067,"Weather",0.00576005228907845,16,"decreased","NAS","worse"
"515",2009,"BOS","Boston, MA: Logan International","MA","North East",42.364347,-71.005181,"Weather",0.00777082599785127,23,"generally remained steady","NAS","better"
"516",2009,"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","MD","South",39.175361,-76.668333,"Weather",0.00684162717219589,18,"generally remained steady","Previous Flight","better"
"517",2009,"CLT","Charlotte, NC: Charlotte Douglas International","NC","South",35.214,-80.943139,"Weather",0.00541202444783524,16,"decreased","NAS","better"
"518",2009,"DCA","Washington, DC: Ronald Reagan Washington National","DC","South",38.852083,-77.037722,"Weather",0.00809134219650296,19,"generally remained steady","NAS","better"
"519",2009,"DEN","Denver, CO: Denver International","CO","West",39.861656,-104.673178,"Weather",0.00603212504551189,21,"increased","Previous Flight","better"
"520",2009,"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","TX","South",32.896828,-97.037997,"Weather",0.00822059439253747,22,"increased","Previous Flight","better"
"521",2009,"DTW","Detroit, MI: Detroit Metro Wayne County","MI","Mid West",42.212444,-83.353389,"Weather",0.00514249927865068,18,"decreased","NAS","better"
"522",2009,"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","FL","South",26.072583,-80.15275,"Weather",0.00550707302680892,21,"generally remained steady","NAS","worse"
"523",2009,"IAD","Washington, DC: Washington Dulles International","DC","South",38.944533,-77.455811,"Weather",0.00685696691148861,20,"generally remained steady","Previous Flight","worse"
"524",2009,"IAH","Houston, TX: George Bush Intercontinental/Houston","TX","South",29.984433,-95.341442,"Weather",0.00538374958338569,22,"increased","NAS","better"
"525",2009,"JFK","New York, NY: John F. Kennedy International","NY","North East",40.639751,-73.778925,"Weather",0.00861397556532348,23,"decreased","NAS","worse"
"526",2009,"LAS","Las Vegas, NV: McCarran International","NV","West",36.080056,-115.15225,"Weather",0.00387487700036253,19,"decreased","Previous Flight","worse"
"527",2009,"LAX","Los Angeles, CA: Los Angeles International","CA","West",33.942536,-118.408075,"Weather",0.00415212504844335,21,"increased","Previous Flight","worse"
"528",2009,"MCO","Orlando, FL: Orlando International","FL","South",28.429394,-81.308994,"Weather",0.00452616271904961,20,"generally remained steady","Previous Flight","worse"
"529",2009,"MDW","Chicago, IL: Chicago Midway International","IL","Mid West",41.785972,-87.752417,"Weather",0.00607390080858693,18,"increased","Previous Flight","better"
"530",2009,"MIA","Miami, FL: Miami International","FL","South",25.79325,-80.290556,"Weather",0.00987407268873512,20,"decreased","NAS","worse"
"531",2009,"MSP","Minneapolis, MN: Minneapolis-St Paul International","MN","Mid West",44.881956,-93.221767,"Weather",0.00863249927141013,18,"decreased","NAS","better"
"532",2009,"ORD","Chicago, IL: Chicago O'Hare International","IL","Mid West",41.978603,-87.904842,"Weather",0.00552024563667513,23,"decreased","NAS","worse"
"533",2009,"PDX","Portland, OR: Portland International","OR","West",45.588722,-122.5975,"Weather",0.00354779482079333,16,"decreased","Previous Flight","better"
"534",2009,"PHL","Philadelphia, PA: Philadelphia International","PA","North East",39.871944,-75.241139,"Weather",0.01192428582156,22,"decreased","NAS","worse"
"535",2009,"PHX","Phoenix, AZ: Phoenix Sky Harbor International","AZ","West",33.434278,-112.011583,"Weather",0.00360931126813346,17,"decreased","Previous Flight","better"
"536",2009,"SAN","San Diego, CA: San Diego International","CA","West",32.733556,-117.189667,"Weather",0.00427847918098614,19,"generally remained steady","Previous Flight","worse"
"537",2009,"SEA","Seattle, WA: Seattle/Tacoma International","WA","West",47.449,-122.309306,"Weather",0.00367745961311794,15,"decreased","Previous Flight","worse"
"538",2009,"SFO","San Francisco, CA: San Francisco International","CA","West",37.618972,-122.374889,"Weather",0.00561754442319205,22,"increased","NAS","worse"
"539",2009,"SLC","Salt Lake City, UT: Salt Lake City International","UT","West",40.788389,-111.977772,"Weather",0.00317598780275045,13,"decreased","Previous Flight","better"
"540",2009,"TPA","Tampa, FL: Tampa International","FL","South",27.975472,-82.53325,"Weather",0.00550343397693404,19,"generally remained steady","Previous Flight","worse"
"541",2010,"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","GA","South",33.636719,-84.428067,"Weather",0.00561910872270837,16,"decreased","NAS","worse"
"542",2010,"BOS","Boston, MA: Logan International","MA","North East",42.364347,-71.005181,"Weather",0.00618086202795909,23,"generally remained steady","NAS","better"
"543",2010,"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","MD","South",39.175361,-76.668333,"Weather",0.00603971088354821,18,"generally remained steady","Previous Flight","better"
"544",2010,"CLT","Charlotte, NC: Charlotte Douglas International","NC","South",35.214,-80.943139,"Weather",0.00405966391241644,16,"decreased","NAS","better"
"545",2010,"DCA","Washington, DC: Ronald Reagan Washington National","DC","South",38.852083,-77.037722,"Weather",0.00634049364210312,19,"generally remained steady","NAS","better"
"546",2010,"DEN","Denver, CO: Denver International","CO","West",39.861656,-104.673178,"Weather",0.00419423263145098,21,"increased","Previous Flight","better"
"547",2010,"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","TX","South",32.896828,-97.037997,"Weather",0.00786924433023575,22,"increased","Previous Flight","better"
"548",2010,"DTW","Detroit, MI: Detroit Metro Wayne County","MI","Mid West",42.212444,-83.353389,"Weather",0.00548603345013544,18,"decreased","NAS","better"
"549",2010,"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","FL","South",26.072583,-80.15275,"Weather",0.0053600115434563,21,"generally remained steady","NAS","worse"
"550",2010,"IAD","Washington, DC: Washington Dulles International","DC","South",38.944533,-77.455811,"Weather",0.0051109439638962,20,"generally remained steady","Previous Flight","worse"
"551",2010,"IAH","Houston, TX: George Bush Intercontinental/Houston","TX","South",29.984433,-95.341442,"Weather",0.0043562313746466,22,"increased","NAS","better"
"552",2010,"JFK","New York, NY: John F. Kennedy International","NY","North East",40.639751,-73.778925,"Weather",0.00534356392333307,23,"decreased","NAS","worse"
"553",2010,"LAS","Las Vegas, NV: McCarran International","NV","West",36.080056,-115.15225,"Weather",0.00416720607070554,19,"decreased","Previous Flight","worse"
"554",2010,"LAX","Los Angeles, CA: Los Angeles International","CA","West",33.942536,-118.408075,"Weather",0.00402048225955881,21,"increased","Previous Flight","worse"
"555",2010,"MCO","Orlando, FL: Orlando International","FL","South",28.429394,-81.308994,"Weather",0.0040404189046673,20,"generally remained steady","Previous Flight","worse"
"556",2010,"MDW","Chicago, IL: Chicago Midway International","IL","Mid West",41.785972,-87.752417,"Weather",0.0079003978889453,18,"increased","Previous Flight","better"
"557",2010,"MIA","Miami, FL: Miami International","FL","South",25.79325,-80.290556,"Weather",0.00705556753648192,20,"decreased","NAS","worse"
"558",2010,"MSP","Minneapolis, MN: Minneapolis-St Paul International","MN","Mid West",44.881956,-93.221767,"Weather",0.0057075861630421,18,"decreased","NAS","better"
"559",2010,"ORD","Chicago, IL: Chicago O'Hare International","IL","Mid West",41.978603,-87.904842,"Weather",0.00504602582551346,23,"decreased","NAS","worse"
"560",2010,"PDX","Portland, OR: Portland International","OR","West",45.588722,-122.5975,"Weather",0.00329821902235695,16,"decreased","Previous Flight","better"
"561",2010,"PHL","Philadelphia, PA: Philadelphia International","PA","North East",39.871944,-75.241139,"Weather",0.00748538407710887,22,"decreased","NAS","worse"
"562",2010,"PHX","Phoenix, AZ: Phoenix Sky Harbor International","AZ","West",33.434278,-112.011583,"Weather",0.0033099690621019,17,"decreased","Previous Flight","better"
"563",2010,"SAN","San Diego, CA: San Diego International","CA","West",32.733556,-117.189667,"Weather",0.00460312011290384,19,"generally remained steady","Previous Flight","worse"
"564",2010,"SEA","Seattle, WA: Seattle/Tacoma International","WA","West",47.449,-122.309306,"Weather",0.0039098552694301,15,"decreased","Previous Flight","worse"
"565",2010,"SFO","San Francisco, CA: San Francisco International","CA","West",37.618972,-122.374889,"Weather",0.00596297777523853,22,"increased","NAS","worse"
"566",2010,"SLC","Salt Lake City, UT: Salt Lake City International","UT","West",40.788389,-111.977772,"Weather",0.00335244449077452,13,"decreased","Previous Flight","better"
"567",2010,"TPA","Tampa, FL: Tampa International","FL","South",27.975472,-82.53325,"Weather",0.005356805258642,19,"generally remained steady","Previous Flight","worse"
"568",2011,"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","GA","South",33.636719,-84.428067,"Weather",0.00385764188362324,16,"decreased","NAS","worse"
"569",2011,"BOS","Boston, MA: Logan International","MA","North East",42.364347,-71.005181,"Weather",0.00615663716007402,23,"generally remained steady","NAS","better"
"570",2011,"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","MD","South",39.175361,-76.668333,"Weather",0.00627107298928063,18,"generally remained steady","Previous Flight","better"
"571",2011,"CLT","Charlotte, NC: Charlotte Douglas International","NC","South",35.214,-80.943139,"Weather",0.00449590179854718,16,"decreased","NAS","better"
"572",2011,"DCA","Washington, DC: Ronald Reagan Washington National","DC","South",38.852083,-77.037722,"Weather",0.00597476149891403,19,"generally remained steady","NAS","better"
"573",2011,"DEN","Denver, CO: Denver International","CO","West",39.861656,-104.673178,"Weather",0.00418969581229261,21,"increased","Previous Flight","better"
"574",2011,"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","TX","South",32.896828,-97.037997,"Weather",0.0061583093179635,22,"increased","Previous Flight","better"
"575",2011,"DTW","Detroit, MI: Detroit Metro Wayne County","MI","Mid West",42.212444,-83.353389,"Weather",0.00495076116656443,18,"decreased","NAS","better"
"576",2011,"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","FL","South",26.072583,-80.15275,"Weather",0.00491321289408431,21,"generally remained steady","NAS","worse"
"577",2011,"IAD","Washington, DC: Washington Dulles International","DC","South",38.944533,-77.455811,"Weather",0.00472732002341159,20,"generally remained steady","Previous Flight","worse"
"578",2011,"IAH","Houston, TX: George Bush Intercontinental/Houston","TX","South",29.984433,-95.341442,"Weather",0.00437585248511896,22,"increased","NAS","better"
"579",2011,"JFK","New York, NY: John F. Kennedy International","NY","North East",40.639751,-73.778925,"Weather",0.00429780517774671,23,"decreased","NAS","worse"
"580",2011,"LAS","Las Vegas, NV: McCarran International","NV","West",36.080056,-115.15225,"Weather",0.00356389887747987,19,"decreased","Previous Flight","worse"
"581",2011,"LAX","Los Angeles, CA: Los Angeles International","CA","West",33.942536,-118.408075,"Weather",0.00411833023626228,21,"increased","Previous Flight","worse"
"582",2011,"MCO","Orlando, FL: Orlando International","FL","South",28.429394,-81.308994,"Weather",0.00436918200030573,20,"generally remained steady","Previous Flight","worse"
"583",2011,"MDW","Chicago, IL: Chicago Midway International","IL","Mid West",41.785972,-87.752417,"Weather",0.00630018195637654,18,"increased","Previous Flight","better"
"584",2011,"MIA","Miami, FL: Miami International","FL","South",25.79325,-80.290556,"Weather",0.0089697626698672,20,"decreased","NAS","worse"
"585",2011,"MSP","Minneapolis, MN: Minneapolis-St Paul International","MN","Mid West",44.881956,-93.221767,"Weather",0.00439957441098096,18,"decreased","NAS","better"
"586",2011,"ORD","Chicago, IL: Chicago O'Hare International","IL","Mid West",41.978603,-87.904842,"Weather",0.0051262593264257,23,"decreased","NAS","worse"
"587",2011,"PDX","Portland, OR: Portland International","OR","West",45.588722,-122.5975,"Weather",0.00295207631449445,16,"decreased","Previous Flight","better"
"588",2011,"PHL","Philadelphia, PA: Philadelphia International","PA","North East",39.871944,-75.241139,"Weather",0.008408445315308,22,"decreased","NAS","worse"
"589",2011,"PHX","Phoenix, AZ: Phoenix Sky Harbor International","AZ","West",33.434278,-112.011583,"Weather",0.00333853892775379,17,"decreased","Previous Flight","better"
"590",2011,"SAN","San Diego, CA: San Diego International","CA","West",32.733556,-117.189667,"Weather",0.00471749525119539,19,"generally remained steady","Previous Flight","worse"
"591",2011,"SEA","Seattle, WA: Seattle/Tacoma International","WA","West",47.449,-122.309306,"Weather",0.00380184769038702,15,"decreased","Previous Flight","worse"
"592",2011,"SFO","San Francisco, CA: San Francisco International","CA","West",37.618972,-122.374889,"Weather",0.00569447303770193,22,"increased","NAS","worse"
"593",2011,"SLC","Salt Lake City, UT: Salt Lake City International","UT","West",40.788389,-111.977772,"Weather",0.00292334608526775,13,"decreased","Previous Flight","better"
"594",2011,"TPA","Tampa, FL: Tampa International","FL","South",27.975472,-82.53325,"Weather",0.00538804651634299,19,"generally remained steady","Previous Flight","worse"
"595",2012,"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","GA","South",33.636719,-84.428067,"Weather",0.00317122205978778,16,"decreased","NAS","worse"
"596",2012,"BOS","Boston, MA: Logan International","MA","North East",42.364347,-71.005181,"Weather",0.00439267548321465,23,"generally remained steady","NAS","better"
"597",2012,"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","MD","South",39.175361,-76.668333,"Weather",0.00671656522454351,18,"generally remained steady","Previous Flight","better"
"598",2012,"CLT","Charlotte, NC: Charlotte Douglas International","NC","South",35.214,-80.943139,"Weather",0.00329905325182619,16,"decreased","NAS","better"
"599",2012,"DCA","Washington, DC: Ronald Reagan Washington National","DC","South",38.852083,-77.037722,"Weather",0.00549679148155983,19,"generally remained steady","NAS","better"
"600",2012,"DEN","Denver, CO: Denver International","CO","West",39.861656,-104.673178,"Weather",0.00352627111450641,21,"increased","Previous Flight","better"
"601",2012,"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","TX","South",32.896828,-97.037997,"Weather",0.0059884969297006,22,"increased","Previous Flight","better"
"602",2012,"DTW","Detroit, MI: Detroit Metro Wayne County","MI","Mid West",42.212444,-83.353389,"Weather",0.00415672209542441,18,"decreased","NAS","better"
"603",2012,"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","FL","South",26.072583,-80.15275,"Weather",0.0050719718959794,21,"generally remained steady","NAS","worse"
"604",2012,"IAD","Washington, DC: Washington Dulles International","DC","South",38.944533,-77.455811,"Weather",0.0046217913349623,20,"generally remained steady","Previous Flight","worse"
"605",2012,"IAH","Houston, TX: George Bush Intercontinental/Houston","TX","South",29.984433,-95.341442,"Weather",0.00435378023341039,22,"increased","NAS","better"
"606",2012,"JFK","New York, NY: John F. Kennedy International","NY","North East",40.639751,-73.778925,"Weather",0.00491287512100678,23,"decreased","NAS","worse"
"607",2012,"LAS","Las Vegas, NV: McCarran International","NV","West",36.080056,-115.15225,"Weather",0.00363353906282951,19,"decreased","Previous Flight","worse"
"608",2012,"LAX","Los Angeles, CA: Los Angeles International","CA","West",33.942536,-118.408075,"Weather",0.00442771205942913,21,"increased","Previous Flight","worse"
"609",2012,"MCO","Orlando, FL: Orlando International","FL","South",28.429394,-81.308994,"Weather",0.00342920630165031,20,"generally remained steady","Previous Flight","worse"
"610",2012,"MDW","Chicago, IL: Chicago Midway International","IL","Mid West",41.785972,-87.752417,"Weather",0.00464813576517789,18,"increased","Previous Flight","better"
"611",2012,"MIA","Miami, FL: Miami International","FL","South",25.79325,-80.290556,"Weather",0.00579479452407629,20,"decreased","NAS","worse"
"612",2012,"MSP","Minneapolis, MN: Minneapolis-St Paul International","MN","Mid West",44.881956,-93.221767,"Weather",0.00352475175893939,18,"decreased","NAS","better"
"613",2012,"ORD","Chicago, IL: Chicago O'Hare International","IL","Mid West",41.978603,-87.904842,"Weather",0.00543028492513915,23,"decreased","NAS","worse"
"614",2012,"PDX","Portland, OR: Portland International","OR","West",45.588722,-122.5975,"Weather",0.00256382879085886,16,"decreased","Previous Flight","better"
"615",2012,"PHL","Philadelphia, PA: Philadelphia International","PA","North East",39.871944,-75.241139,"Weather",0.00647996026439461,22,"decreased","NAS","worse"
"616",2012,"PHX","Phoenix, AZ: Phoenix Sky Harbor International","AZ","West",33.434278,-112.011583,"Weather",0.00217048589298883,17,"decreased","Previous Flight","better"
"617",2012,"SAN","San Diego, CA: San Diego International","CA","West",32.733556,-117.189667,"Weather",0.00427993517017828,19,"generally remained steady","Previous Flight","worse"
"618",2012,"SEA","Seattle, WA: Seattle/Tacoma International","WA","West",47.449,-122.309306,"Weather",0.00323859155210798,15,"decreased","Previous Flight","worse"
"619",2012,"SFO","San Francisco, CA: San Francisco International","CA","West",37.618972,-122.374889,"Weather",0.00665610281372017,22,"increased","NAS","worse"
"620",2012,"SLC","Salt Lake City, UT: Salt Lake City International","UT","West",40.788389,-111.977772,"Weather",0.00241425890501618,13,"decreased","Previous Flight","better"
"621",2012,"TPA","Tampa, FL: Tampa International","FL","South",27.975472,-82.53325,"Weather",0.00408557022096989,19,"generally remained steady","Previous Flight","worse"
"622",2013,"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","GA","South",33.636719,-84.428067,"Weather",0.00532596106116596,16,"decreased","NAS","worse"
"623",2013,"BOS","Boston, MA: Logan International","MA","North East",42.364347,-71.005181,"Weather",0.0053119023032371,23,"generally remained steady","NAS","better"
"624",2013,"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","MD","South",39.175361,-76.668333,"Weather",0.00639838913864771,18,"generally remained steady","Previous Flight","better"
"625",2013,"CLT","Charlotte, NC: Charlotte Douglas International","NC","South",35.214,-80.943139,"Weather",0.00482450066219823,16,"decreased","NAS","better"
"626",2013,"DCA","Washington, DC: Ronald Reagan Washington National","DC","South",38.852083,-77.037722,"Weather",0.00640043260781398,19,"generally remained steady","NAS","better"
"627",2013,"DEN","Denver, CO: Denver International","CO","West",39.861656,-104.673178,"Weather",0.00561991425707865,21,"increased","Previous Flight","better"
"628",2013,"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","TX","South",32.896828,-97.037997,"Weather",0.00683615543064623,22,"increased","Previous Flight","better"
"629",2013,"DTW","Detroit, MI: Detroit Metro Wayne County","MI","Mid West",42.212444,-83.353389,"Weather",0.00549091220535785,18,"decreased","NAS","better"
"630",2013,"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","FL","South",26.072583,-80.15275,"Weather",0.00534819151665133,21,"generally remained steady","NAS","worse"
"631",2013,"IAD","Washington, DC: Washington Dulles International","DC","South",38.944533,-77.455811,"Weather",0.00523494909997977,20,"generally remained steady","Previous Flight","worse"
"632",2013,"IAH","Houston, TX: George Bush Intercontinental/Houston","TX","South",29.984433,-95.341442,"Weather",0.00499185411408658,22,"increased","NAS","better"
"633",2013,"JFK","New York, NY: John F. Kennedy International","NY","North East",40.639751,-73.778925,"Weather",0.00550323756836613,23,"decreased","NAS","worse"
"634",2013,"LAS","Las Vegas, NV: McCarran International","NV","West",36.080056,-115.15225,"Weather",0.0046506359615898,19,"decreased","Previous Flight","worse"
"635",2013,"LAX","Los Angeles, CA: Los Angeles International","CA","West",33.942536,-118.408075,"Weather",0.00526196396244123,21,"increased","Previous Flight","worse"
"636",2013,"MCO","Orlando, FL: Orlando International","FL","South",28.429394,-81.308994,"Weather",0.00440421196845415,20,"generally remained steady","Previous Flight","worse"
"637",2013,"MDW","Chicago, IL: Chicago Midway International","IL","Mid West",41.785972,-87.752417,"Weather",0.00782784226889441,18,"increased","Previous Flight","better"
"638",2013,"MIA","Miami, FL: Miami International","FL","South",25.79325,-80.290556,"Weather",0.00670621125562173,20,"decreased","NAS","worse"
"639",2013,"MSP","Minneapolis, MN: Minneapolis-St Paul International","MN","Mid West",44.881956,-93.221767,"Weather",0.0054512947650897,18,"decreased","NAS","better"
